Questions,Value,Direction
How much tension between groups with different sexual orientation?,0.0047959383,0.0006399744
How much tension between different racial/ethnic groups?,0.0046576075,-0.0008081616
Chronic health problems?,0.004543123,0.001218317
As much time as would like on own hobbies/interests?,0.0042804894,4.9177932e-05
As much time as would like with family members?,0.004261334,-0.00018492597
Neighbourhood problems - litter or rubbish,0.0041589993,0.00036700242
Country_Germany,0.0041303653,-0.0014699979
Country_Slovakia,0.0037714452,4.399947e-05
Problems with accommodation - damp or leaks,0.0036793014,0.00013694228
Access to public transport?,0.003409333,0.0016536313
Can afford to have friends or family for a drink/meal at least once a month?,0.0032761022,0.000188573
Neighbourhood problems - quality of drinking water,0.0031718991,-0.0012029803
Household size,0.0031309812,0.0001509255
Country_Croatia,0.003041415,-0.0009107149
How much tension between Management and Workers?,0.0028884567,0.00023000645
Can afford to replace any worn-out furniture?,0.0028021561,0.00068306015
Problems with accommodation - space,0.002793857,-0.0004175304
Gender,0.0027936834,0.00039580854
Country_France,0.0026815927,-8.214209e-05
How much tension between Poor and Rich?,0.0025576728,0.00083038595
Payments for informal loans from friends/relatives,0.0023869313,0.00067793
Country_Czech Republic,0.0023667798,-0.00018536956
Someone close outside household used long term care in 12 months,0.002140126,-0.0005343554
Can afford to keep home adequately warm?,0.0021179544,3.6181835e-05
Difficult to see a doctor because of distance?,0.0020853847,0.0002626085
Country_Poland,0.0020689247,-0.0005846448
Country_Cyprus,0.0017411511,-0.0009502213
Country_Serbia,0.001722072,-0.0003294869
"Can afford to buy new, rather than second-hand, clothes?",0.001625416,0.0005970789
Country group,0.0015983819,0.00055667275
Country_Denmark,0.0015647813,-0.00052014017
Problems with accommodation - no outside space,0.0012523545,-0.00054398976
Can afford to pay for a week's annual holiday away?,0.0012410475,0.00048109118
Country_Slovenia,0.0012341694,0.00022039395
Country_UK,0.0011755977,0.00019285615
Country_Macedonia (FYROM),0.0011373704,-3.0098668e-06
Citizenship - Country,0.0010557257,-0.0006917566
I or someone else in household used long term care in 12 months,0.00087450736,0.0002935729
Problems with accommodation - no toilet,0.0008173782,0.00025908437
Country_Iceland,0.0008069066,-0.00019575255
Nobody used long term care in 12 months,0.0007846339,0.00025356773
Country_Sweden,0.0007515324,-0.00039890257
Someone close outside household used child care in 12 months,0.0007299092,-0.00012439281
Country_Montenegro,0.00061351736,-0.00061330653
Country_Turkey,0.0005381498,-5.6377463e-05
Rent/mortgage payments for accommodation,0.00053797086,-9.942157e-05
Country_Hungary,0.00041853116,-0.00021170807
Country_Italy,0.00040208158,0.0001066333
Country_Belgium,0.00034106188,-5.558158e-05
Country_Estonia,0.00033720623,-4.1225117e-05
Country_Greece,0.00032818463,-0.00030788337
Citizenship - Another EU member,0.00028755923,1.0564115e-05
Country_Spain,0.0001767894,0.00014680834
Country_Luxembourg,9.651578e-05,-4.0817533e-05
Country_Portugal,8.870184e-05,-6.6619934e-05
Citizenship - A non-EU country,0.0,0.0
Education - 3 groups,0.0,0.0
Income quartiles,0.0,0.0
DV: Rural/urban living,0.0,0.0
Problems with accommodation - no bath/shower,0.0,0.0
Child care used in 12 months - refusal,0.0,0.0
Long term care used in 12 months - refusal,0.0,0.0
Long term care used in 12 months - don't know,0.0,0.0
Child care used in 12 months - don't know,0.0,0.0
Country_Latvia,0.0,0.0
Country_Bulgaria,0.0,0.0
Country_Finland,0.0,0.0
Country_Netherlands,0.0,0.0
Country_Malta,0.0,0.0
Country_Lithuania,0.0,0.0
Country_Romania,0.0,0.0
