Questions,Value,Direction
Difficult to see a doctor because of delay in getting appointment?,0.009754802,0.001427738
As much time as would like with others (not family)?,0.009284385,-0.0006015311
No. of children,0.00920863,0.00035370982
Neighbourhood problems - litter or rubbish,0.008975671,-0.00025932412
Household financial expectations for th 12 months?,0.008759,-0.00073931634
How much trust the local authorities?,0.008725365,0.0006628036
Education completed,0.0072583705,0.00038560256
"Neighbourhood problems - crime, violence or vandalism",0.006448727,0.0011095126
Household structure,0.006297252,-7.196777e-06
Direct contact with parents,0.0062150564,0.00070817594
Direct contact with neighbours,0.005859738,0.0001321321
Quality of health services?,0.005782184,-0.00018362179
As much time as would like with family members?,0.005701748,-0.0014100118
A person to get support from when feeling depressed,0.005541602,0.00062446255
Direct contact with other relatives,0.0053137057,1.9729483e-05
Country_Turkey,0.005255208,-0.001892401
Quality of social/municipal housing?,0.005184862,0.0015769134
How much tension between Old and Young people?,0.0048760823,-0.00029539433
Employment - 7 groups,0.0047554476,-0.0010607275
How much tension between Poor and Rich?,0.004403173,0.0011779212
Can afford a meal with meat/chicken/fish every second day?,0.0042903144,-0.0018980063
Neighbourhood problems - air quality,0.004253375,-0.00021756151
Neighbourhood problems - traffic,0.0041779787,2.785198e-05
Phone/internet contact with children,0.003927545,-0.00020009186
How much trust the press?,0.0037931316,0.0002487994
Country_Kosovo,0.003751252,0.0022732413
"Can afford to buy new, rather than second-hand, clothes?",0.003521439,-0.00043457357
Chronic health problems?,0.0031892597,-0.00060998957
Access to public transport?,0.0030251562,0.00020027584
A person to get support from when looking for a job,0.0028494766,0.00070102635
Phone/internet contact with neighbours,0.0028403525,0.0010142854
As much time as would like on own hobbies/interests?,0.0026983074,0.00066706695
People look down on me because of my job situation or income?,0.002594051,0.00021989772
Can afford to have friends or family for a drink/meal at least once a month?,0.002573595,-1.9375655e-05
Quality of state pension system?,0.0024677839,-0.00022740342
Child care used in 12 months - don't know,0.0022746504,0.00016049466
Direct contact with children,0.0022259264,-0.000108445216
No. of rooms in accommodation,0.0021716414,0.000273486
Problems with accommodation - rot in windows etc.,0.002135445,-0.00013218763
No. of problems with accommodation,0.0020535171,0.00073416147
How frequently take part in sports or exercise?,0.0017805044,-0.00047195758
Long term care used in 12 months - don't know,0.0016100723,0.00026063554
Can afford to keep home adequately warm?,0.0015699875,-0.00034995753
Household size,0.0014055031,0.00022018782
A person to get support from to help around house ,0.0013738578,-0.00020397923
Access to postal services?,0.0013145796,-0.00022390649
The share of housework you do is?,0.0012365044,-0.00022800776
Difficult to see a doctor because of lack of time?,0.0011025514,0.00012657045
How frequently attend religious services?,0.0009125823,-0.00019979007
How often care for elderly or disabled relatives?,0.0008715611,0.00030291846
Country_Croatia,0.0007617203,9.863802e-05
Country_Slovakia,0.0006993283,-0.00044819686
Financial situation of your household compared to 12 months ago?,0.0006429517,-6.6764835e-05
Country_Netherlands,0.00058355136,0.0002126326
Problems with accommodation - no toilet,0.00057693606,0.00014605606
Gender,0.00041801756,-0.00015333308
Rural/urban living,0.00041430412,2.7218022e-05
How often cook and doing housework?,0.00034044852,-0.00010032538
Education - 3 groups,0.00032955135,2.466173e-05
Nobody used long term care in 12 months,0.0002739608,6.8437184e-05
Household size - over 18,0.00023001635,-8.161909e-05
Country_Portugal,0.00017603625,0.00013111658
How much tension between Management and Workers?,5.7096786e-05,-2.2605811e-05
Income quartiles,0.0,0.0
Country group,0.0,0.0
Citizenship - A non-EU country,0.0,0.0
Citizenship - Another EU member,0.0,0.0
Citizenship - Country,0.0,0.0
Age,0.0,0.0
DV: Rural/urban living,0.0,0.0
Problems with accommodation - no bath/shower,0.0,0.0
Difficult to see a doctor because of distance?,0.0,0.0
How much tension between different racial/ethnic groups?,0.0,0.0
How much tension between different religious groups?,0.0,0.0
Child care used in 12 months - refusal,0.0,0.0
Nobody used child care in 12 months,0.0,0.0
I or someone else in household used child care in 12 months,0.0,0.0
Someone close outside household used child care in 12 months,0.0,0.0
Long term care used in 12 months - refusal,0.0,0.0
How much tension between Men and Women?,0.0,0.0
Someone close outside household used long term care in 12 months,0.0,0.0
I or someone else in household used long term care in 12 months,0.0,0.0
Neighbourhood problems - quality of drinking water,0.0,0.0
Problems with accommodation - no outside space,0.0,0.0
Problems with accommodation - space,0.0,0.0
Problems with accommodation - damp or leaks,0.0,0.0
Payments for informal loans from friends/relatives,0.0,0.0
Payments for consumer loans/credit cards,0.0,0.0
Country_Belgium,0.0,0.0
As much time as would like on voluntary work?,0.0,0.0
How often care for your children?,0.0,0.0
Volunteering frequency,0.0,0.0
Rent/mortgage payments for accommodation,0.0,0.0
"Utility bills, such as electricity, water, gas",0.0,0.0
Country_Cyprus,0.0,0.0
Country_Bulgaria,0.0,0.0
Country_France,0.0,0.0
Country_Germany,0.0,0.0
Country_Hungary,0.0,0.0
Country_Greece,0.0,0.0
Country_Denmark,0.0,0.0
Country_Estonia,0.0,0.0
Country_Finland,0.0,0.0
Country_Czech Republic,0.0,0.0
Country_Latvia,0.0,0.0
Country_Italy,0.0,0.0
Country_Ireland,0.0,0.0
Country_Iceland,0.0,0.0
Country_Malta,0.0,0.0
Country_Macedonia (FYROM),0.0,0.0
Country_Lithuania,0.0,0.0
Country_Luxembourg,0.0,0.0
Country_Poland,0.0,0.0
Country_Montenegro,0.0,0.0
Country_Serbia,0.0,0.0
Country_Romania,0.0,0.0
Country_Slovenia,0.0,0.0
Country_Spain,0.0,0.0
Country_Sweden,0.0,0.0
Country_UK,0.0,0.0
