Questions,Value,Direction
A person to get advice from about a personal/family matter,0.012745739,0.001102221
How frequently use the Internet other than for work?,0.012702367,-0.0040769796
Country_Germany,0.012160238,-0.0035590653
Access to banking services?,0.011944688,0.0007169914
Neighbourhood problems - quality of drinking water,0.011577158,-0.0019731221
Country_France,0.011362379,0.0013714426
Feel close to people in the area where I live,0.011347489,-0.0022710152
Tenure,0.011232362,-0.0005708629
Difficult to see a doctor because of delay in getting appointment?,0.011163979,-0.00096391735
Country_Poland,0.011084816,-0.0034206258
Neighbourhood problems - litter or rubbish,0.010394626,-0.0010784124
How much tension between Old and Young people?,0.010264541,-0.00015717137
Country_Finland,0.009829973,-0.0021644547
Problems with accommodation - damp or leaks,0.009769265,0.0009575543
How much tension between different racial/ethnic groups?,0.009763105,0.00089399057
Access to postal services?,0.009019936,-0.00020445812
As much time as would like with family members?,0.008942124,0.0015011093
How much trust the parliament?,0.008936349,-0.00091631437
Neighbourhood problems - air quality,0.008816613,0.002431442
Direct contact with neighbours,0.008403638,0.001505841
Access to recreational or green areas?,0.008208669,-0.0021893897
Phone/internet contact with parents,0.0077138944,-0.000899078
Country group,0.0076456806,0.0033212411
Marital status,0.0073758992,0.0025497938
The share of housework you do is?,0.006714109,0.0003014701
Payments for consumer loans/credit cards,0.0066100135,0.0008962806
Neighbourhood problems - traffic,0.005664534,-0.0006767701
Difficult to see a doctor because of lack of time?,0.0054806103,-0.0010562307
How much tension between groups with different sexual orientation?,0.0053985026,-0.0012664223
Country_Croatia,0.005329449,-0.00023552346
How much tension between different religious groups?,0.0052023754,-0.0010692166
As much time as would like on own hobbies/interests?,0.0049550105,0.0010065298
Nobody used child care in 12 months,0.0045390814,0.0003552339
Country_Denmark,0.0043107267,0.00075821823
Problems with accommodation - no outside space,0.0042324034,0.00039566949
How often care for elderly or disabled relatives?,0.0038566375,0.00020501007
Country_Sweden,0.0034760174,0.0005322548
Direct contact with children,0.0033467738,-0.00057126593
Can afford to pay for a week's annual holiday away?,0.0032268362,3.6457885e-05
I or someone else in household used child care in 12 months,0.003201406,-0.0005768931
Rent/mortgage payments for accommodation,0.0029555473,-0.0003809192
Can afford a meal with meat/chicken/fish every second day?,0.0029377243,-0.0006765786
Country_Belgium,0.0021260788,0.0021260788
Can afford to replace any worn-out furniture?,0.002078457,0.00048790156
Country_Iceland,0.0020720544,-0.0006455124
Country_Macedonia (FYROM),0.0018012269,0.00054931093
Problems with accommodation - space,0.0017437515,-0.00057822646
Someone close outside household used child care in 12 months,0.0015400164,-0.0004457052
Can afford to keep home adequately warm?,0.0015356205,0.00084788253
Country_Montenegro,0.0013435414,-0.00089618884
Country_UK,0.00087881286,-0.00087881286
Problems with accommodation - rot in windows etc.,0.00081664533,6.7490335e-05
I or someone else in household used long term care in 12 months,0.0007729045,-0.00020131656
Country_Serbia,0.0006376076,-0.00025246915
Country_Italy,0.00061009603,0.0004021988
Phone/internet contact with children,0.0005730772,-0.00044351647
Nobody used long term care in 12 months,0.00050280895,3.6055993e-05
Country_Romania,0.00040369917,0.00025390793
Child care used in 12 months - don't know,0.00038567264,0.00038567264
Citizenship - Country,0.0003456802,0.00013411164
Can afford to have friends or family for a drink/meal at least once a month?,0.00029850996,2.9014363e-05
Problems with accommodation - no toilet,0.00024313555,-0.00012481862
Citizenship - Another EU member,0.0002127942,-3.5520083e-05
Country_Hungary,0.00018794199,7.7592915e-05
Problems with accommodation - no bath/shower,0.000121081444,0.000121081444
Country_Ireland,0.00011566012,9.022893e-05
Someone close outside household used long term care in 12 months,9.918757e-05,1.0890798e-05
Citizenship - A non-EU country,5.8913603e-05,1.3109392e-05
Country_Greece,1.1774333e-05,1.105061e-05
Country_Slovakia,1.0236108e-05,8.983141e-06
Country_Cyprus,8.907272e-06,8.907272e-06
Country_Latvia,3.019057e-06,2.9332498e-06
Education - 3 groups,0.0,0.0
Age,0.0,0.0
DV: Rural/urban living,0.0,0.0
Long term care used in 12 months - don't know,0.0,0.0
Long term care used in 12 months - refusal,0.0,0.0
Child care used in 12 months - refusal,0.0,0.0
Country_Bulgaria,0.0,0.0
Country_Estonia,0.0,0.0
Country_Portugal,0.0,0.0
Country_Netherlands,0.0,0.0
Country_Malta,0.0,0.0
Country_Spain,0.0,0.0
