Questions,Value,Direction
How frequently attend religious services?,0.0014129203,0.0003216998
Direct contact with parents,0.0013302224,0.00027517122
Likelihood of leaving accom within 6 months,0.0013194954,-0.0002993534
Country group,0.0012354868,-9.0412934e-05
Can afford to replace any worn-out furniture?,0.0010924609,-0.00010158676
Country_Romania,0.00078128604,-0.00023473668
Country_Sweden,0.0007441752,0.0001729196
Country_Macedonia (FYROM),0.000714889,-1.8478784e-05
Problems with accommodation - space,0.00063950336,-0.00012588457
Tenure,0.0005547662,9.462309e-05
How frequently participate in social activities?,0.00048642815,0.00027447898
Rural/urban living,0.00042944483,-6.534629e-05
Problems with accommodation - no toilet,0.000421979,-0.0002656119
Gender,0.00014853536,5.044899e-05
A person to get support from when feeling depressed,0.0,0.0
Chronic health problems?,0.0,0.0
DV: Rural/urban living,0.0,0.0
Citizenship - Another EU member,0.0,0.0
Citizenship - Country,0.0,0.0
Phone/internet contact with children,0.0,0.0
Phone/internet contact with parents,0.0,0.0
Age,0.0,0.0
Citizenship - A non-EU country,0.0,0.0
Education - 3 groups,0.0,0.0
"Neighbourhood problems - crime, violence or vandalism",0.0,0.0
I or someone else in household used long term care in 12 months,0.0,0.0
Nobody used long term care in 12 months,0.0,0.0
Child care used in 12 months - don't know,0.0,0.0
Child care used in 12 months - refusal,0.0,0.0
Long term care used in 12 months - refusal,0.0,0.0
How much tension between Management and Workers?,0.0,0.0
Difficult to see a doctor because of delay in getting appointment?,0.0,0.0
Difficult to see a doctor because of distance?,0.0,0.0
Country_Belgium,0.0,0.0
Can afford to have friends or family for a drink/meal at least once a month?,0.0,0.0
Country_Finland,0.0,0.0
Country_Estonia,0.0,0.0
Country_Czech Republic,0.0,0.0
Country_Bulgaria,0.0,0.0
Country_Cyprus,0.0,0.0
Country_Croatia,0.0,0.0
Country_Latvia,0.0,0.0
Country_Ireland,0.0,0.0
Country_Hungary,0.0,0.0
Country_Iceland,0.0,0.0
Country_Germany,0.0,0.0
Country_Denmark,0.0,0.0
Country_Malta,0.0,0.0
Country_Lithuania,0.0,0.0
Country_Portugal,0.0,0.0
Country_Netherlands,0.0,0.0
Country_Luxembourg,0.0,0.0
Country_Serbia,0.0,0.0
Country_Slovenia,0.0,0.0
Country_Slovakia,0.0,0.0
Country_Spain,0.0,0.0
Country_UK,0.0,0.0
